SYMBOL	TRANSCRIPT	COHORT	CANCER_TYPE	METHODS	MUTATIONS	SAMPLES	%_SAMPLES_COHORT	QVALUE_COMBINATION	ROLE	CGC_GENE	CGC_CANCER_GENE	DOMAINS	2D_CLUSTERS	3D_CLUSTERS	EXCESS_MIS	EXCESS_NON	EXCESS_SPL	IS_DRIVER	TOTAL_SAMPLES
ERG	ENST00000288319	CBIOP_WXS_ANGS_TREATED_2020	ANGS	combination	2	2.0	0.054054054054054	0.0025768565662571	Act	True	False		349:349		0.918371028064368	0.0	0.0	True	37
ESR1	ENST00000206249	CBIOP_WXS_BRCA_MBCP_MET_TREAT_2020	BRCA	dndscv,mutpanning,hotmaps	5	5.0	0.1515151515151515	3.2197536001281725e-08	Act	True	True			538,380,537	0.9737032414932388	0.0	0.0	True	33
ESR1	ENST00000206249	HARTWIG_WGS_BRCA_2023	BRCA	oncodrivefml,oncodriveclustl,dndscv,cbase,mutpanning,hotmaps	141	129.0	0.1561743341404358	1.1423744150879746e-48	Act	True	True		534:538	537,380,532,536,538	0.9799319782316706	0.9002986556398436	0.0	True	826
ESR1	ENST00000206249	ICGC_WGS_LUSC_LUSC_KR_2019	LUSC	combination	3	2.0	0.0666666666666666	0.0110916900313493	LoF	True	False				0.7976800432665183	0.9640523442154096	0.0	True	30
ESR1	ENST00000206249	TCGA_WXS_MEL	MEL	combination	13	11.0	0.0236051502145922	0.0002412194369125	LoF	True	False				0.7039116331209212	0.8940818980138049	0.0	True	466
ESR1	ENST00000206249	TCGA_WXS_UCEC	UCEC	hotmaps	15	14.0	0.0271844660194174	0.0162096183598734	Act	True	False			538,537	0.635699052166294	0.0	0.0	True	515
ESRRA	ENST00000000442	CBIOP_WXS_ACY_2019	ACYC	smregions,hotmaps	3	2.0	0.0571428571428571	5.335580806287641e-06	Act	False	False	PF00104:227:394		388,389	0.9867287670175804	0.0	0.0	True	35
ETV1	ENST00000430479	HARTWIG_WGS_BRCA_2023	BRCA	combination	13	11.0	0.0133171912832929	0.0402012775914903	Act	True	False				0.8559594109424465	0.0	0.0	True	826
ETV1	ENST00000430479	CPTAC_WXS_COAD_2020	COAD	combination	2	2.0	0.0194174757281553	0.0705254430355714	LoF	True	False				0.8889470964665411	0.9875811888464202	0.0	True	103
ETV4	ENST00000319349	STJUDE_WGS_R_NB_2018	NBL	combination	2	2.0	0.1538461538461538	3.884673925028384e-06	Act	True	False				0.9980657741081296	0.0	0.0	True	13
ETV5	ENST00000306376	ICGC_WXS_AML_LAML_KR_2019	AML	combination	2	2.0	0.04	2.603808782963624e-05	Act	True	False		374:374		0.9943572883121292	0.0	0.0	True	50
ETV6	ENST00000396373	STJUDE_WGS_D_ALL_2018	ALL	combination	7	7.0	0.0251798561151079	2.134684195030688e-06	Act	True	True				0.9919410233302304	0.0	0.0	True	278
ETV6	ENST00000396373	HARTWIG_WGS_BLCA_2023	BLCA	combination	4	4.0	0.0277777777777777	0.0603108981148133	LoF	True	False				0.5306042769771785	0.8902218240660813	0.0	True	144
ETV6	ENST00000396373	CBIOP_WXS_DLBCL_DFCI_2018	DLBCLNOS	oncodriveclustl	7	4.0	0.0330578512396694	0.0004277807956273	Act	True	True		9:11		0.4915497228388061	0.0	0.9485177802519223	True	121
ETV6	ENST00000396373	TCGA_WXS_DLBCLNOS	DLBCLNOS	combination	2	2.0	0.054054054054054	0.0021764628789423	Act	True	True				0.8544211280785774	0.0	0.9852032928427104	True	37
EWSR1	ENST00000397938	PEDCBIOP_WGS_ES_IOCURIE_2014	ES	combination	2	2.0	0.0178571428571428	0.0237331044882833	Act	True	True				0.9902841431114268	0.0	0.0	True	112
EWSR1	ENST00000397938	ICGC_WXS_GBM_GBM_CN_2019	GBM	combination	2	2.0	0.0256410256410256	0.0004936285190653	LoF	True	False				0.9520271462705548	0.9946214525802544	0.0	True	78
EZH2	ENST00000320356	STJUDE_WGS_D_ALL_2018	ALL	smregions	3	3.0	0.0107913669064748	1.6200572940133126e-05	Act	True	False	PF00856:628:731			0.9902708059439892	0.0	0.0	True	278
EZH2	ENST00000320356	ICGC_WXS_AML_LAML_KR_VARSCAN_2019	AML	combination	2	2.0	0.0298507462686567	0.0020733812689612	LoF	True	False				0.6921397107924951	0.967029539076524	0.0	True	67
EZH2	ENST00000320356	PCAWG_WGS_MYELOID_AML	AML	smregions	4	3.0	0.2307692307692307	1.9538521631828617e-07	Act	True	False	PF00856:628:731			0.9982914642935204	0.0	0.0	True	13
EZH2	ENST00000320356	OTHER_WXS_AML_PRY_BEAT_2018	AML	cbase	7	7.0	0.0272373540856031	2.8261527197957536e-07	LoF	True	False				0.9328201771982048	0.9523881014322264	0.0	True	257
EZH2	ENST00000320356	CBIOP_WXS_DLBCL_DFCI_2018	DLBCLNOS	oncodriveclustl,smregions,mutpanning,hotmaps	8	8.0	0.0661157024793388	1.1823479482036871e-15	Act	True	True	PF00856:628:731	646:646	692,646	0.9404846109416268	0.0	0.0	True	121
EZH2	ENST00000320356	CBIOP_WXS_DLBC_BROAD_2012	DLBCLNOS	oncodriveclustl,smregions,mutpanning,hotmaps	6	6.0	0.1034482758620689	3.391270984284417e-15	Act	True	True	PF00856:628:731	646:646	646,692	0.957787136820995	0.0	0.0	True	58
EZH2	ENST00000320356	OTHER_WGS_DLBCL_NATCOM_2018	DLBCLNOS	oncodriveclustl,dndscv,smregions,cbase,mutpanning,hotmaps	22	21.0	0.1372549019607843	6.694541131410846e-43	Act	True	True	PF00856:628:731	646:646	646,682	0.9640711480375052	0.0	0.0	True	153
EZH2	ENST00000320356	ICGC_WGS_ES_BOCA_FR_PED_2019	ES	combination	2	2.0	0.0259740259740259	0.0003024920902318	Act	True	False				0.987746997838526	0.0	0.0	True	77
EZH2	ENST00000320356	PEDCBIOP_WGS_ES_IOCURIE_2014	ES	smregions	3	3.0	0.0267857142857142	3.55122048612737e-05	Act	True	False	PF00856:628:731			0.9934767137528602	0.0	0.0	True	112
EZH2	ENST00000320356	ICGC_WGS_MLYM_MALY_DE_AD_2019	MLYM	oncodriveclustl,dndscv,smregions,mutpanning,hotmaps	24	22.0	0.1896551724137931	8.325893056564673e-36	Act	True	False	PF00856:628:731	645:646	682,646	0.9559452152547936	0.0	0.0	True	116
EZH2	ENST00000320356	PCAWG_WGS_LYMPH_BNHL	NHL	oncodriveclustl,dndscv,smregions,cbase,mutpanning,hotmaps	13	12.0	0.1142857142857142	3.2490749875708246e-32	Act	True	False	PF00856:628:731	646:646	646	0.9726460567292118	0.0	0.0	True	105
FAM135B	ENST00000395297	CPTAC_WXS_HNSC_2020	HNSC	combination	9	8.0	0.0727272727272727	0.0012622289690466	LoF	True	False				0.8487487573414181	0.9124817967385376	0.0	True	110
FAM135B	ENST00000395297	TCGA_WXS_HNSC	HNSC	dndscv	63	54.0	0.1075697211155378	0.3661130023377024	Act	True	False		1289:1293		0.6560092312352258	0.0	0.0	True	502
FAM135B	ENST00000395297	CPTAC_WXS_LUSC_2020	LUSC	dndscv	38	28.0	0.2592592592592592	0.000851010609549	LoF	True	False				0.8066177309656488	0.8724071424071549	0.8724071424071549	True	108
FAM135B	ENST00000395297	ICGC_WGS_LUSC_LUSC_KR_2019	LUSC	combination	9	9.0	0.3	0.0093514502745008	Act	True	False		291:291		0.8819652976753971	0.0	0.0	True	30
FAM135B	ENST00000395297	PCAWG_WGS_LUNG_SCC	LUSC	dndscv,cbase,mutpanning	21	13.0	0.2765957446808511	0.0014320225010104	Act	True	False				0.9430799805456676	0.0	0.0	True	47
FAM135B	ENST00000395297	TCGA_WXS_PAAD	PAAD	cbase	5	5.0	0.0284090909090909	0.0011265836483665	LoF	True	False				0.929383258561966	0.9729997537994812	0.0	True	176
FAM135B	ENST00000395297	HARTWIG_WGS_UCEC_2023	UCEC	combination	2	2.0	0.0625	0.0001380722599523	LoF	True	False				0.7825838345374011	0.9790046357565144	0.0	True	32
FAM135B	ENST00000395297	TCGA_WXS_UCS	UCS	combination	3	3.0	0.0526315789473684	1.4561241024948662e-05	LoF	True	False				0.9327302901104316	0.986879030709892	0.0	True	57
FAM135B	ENST00000395297	HARTWIG_WGS_WDTC_2023	WDTC	combination	2	2.0	0.0833333333333333	0.0007630927546326	LoF	True	False				0.8722792206229958	0.9865958704063984	0.0	True	24
FAM174B	ENST00000327355	OTHER_WGS_PBCA_DE_MB	MBL	dndscv,cbase	6	4.0	0.027027027027027	3.433362805500264e-05	Act	False	False		68:68		0.9953270684742064	0.0	0.0	True	148
FAM174B	ENST00000327355	OTHER_WGS_PBCA_DE_PIA	PAST	oncodriveclustl,dndscv,cbase,mutpanning	14	10.0	0.0227790432801822	8.479405789575796e-17	Act	False	False		68:68		0.99209213124795	0.0	0.0	True	439
FAM174B	ENST00000327355	ICGC_WGS_PRAD_EOPC_DE_2019	PRAD	dndscv,cbase,mutpanning	9	5.0	0.0316455696202531	2.7640437060722804e-05	Act	False	False		68:68		0.9932482217417758	0.0	0.0	True	158
FANCA	ENST00000389301	CBIOP_WXS_PRAD_BROAD_2013	PRAD	combination	2	2.0	0.0444444444444444	0.0267905872191462	Act	True	False				0.923566359142507	0.0	0.0	True	45
FAS	ENST00000652046	TCGA_WXS_CESC	CESC	combination	4	4.0	0.0138888888888888	0.0362159629412619	Act	True	False		261:261		0.767242659320404	0.0	0.0	True	288
FAS	ENST00000652046	CBIOP_WXS_DLBCL_DFCI_2018	DLBCLNOS	dndscv,mutpanning	10	7.0	0.0578512396694214	6.609072900724164e-07	LoF	True	True				0.8962771469291446	0.9915537202759676	0.9915537202759676	True	121
FAS	ENST00000652046	ICGC_WGS_MLYM_MALY_DE_AD_2019	MLYM	cbase	4	4.0	0.0344827586206896	0.0001212947132721	LoF	True	False				0.8506331042050274	0.990711247103406	0.0	True	116
FAT1	ENST00000441802	ICGC_WXS_AML_LAML_KR_VARSCAN_2019	AML	smregions	4	4.0	0.0597014925373134	0.0160265627092834	Act	True	False	PF00008:4017:4047			0.70990306550655	0.0	0.0	True	67
FAT1	ENST00000441802	CBIOP_WXS_ANGS_UNTREAT_2020	ANGS	combination	2	2.0	0.0588235294117647	0.0014223180423925	Act	True	False				0.6730634764616588	0.0	0.0	True	34
FAT1	ENST00000441802	HARTWIG_WGS_ANSC_2023	ANSC	cbase	3	3.0	0.1428571428571428	4.750529517451489e-07	LoF	True	False				0.2323967385908819	0.969998677254728	0.0	True	21
FAT1	ENST00000441802	CBIOP_WXS_BCC_UNIGE_2016_TREAT	BCC	combination	7	5.0	0.4545454545454545	2.7713863703376377e-05	LoF	True	False				0.4135014233626155	0.9430484594064158	0.0	True	11
FAT1	ENST00000441802	CBIOP_WXS_BCC_UNIGE_2016_UNTREAT	BCC	combination	45	32.0	0.4210526315789473	0.000277935150703	LoF	True	False				0.0	0.7522167874999306	0.0	True	76
FAT1	ENST00000441802	CGCI_WGS_BL_2020	BL	combination	5	4.0	0.0555555555555555	0.0392660354974706	Act	True	False				0.8056215384346749	0.0	0.0	True	72
FAT1	ENST00000441802	HARTWIG_WGS_BLADDER_2023	BLADDER	cbase	4	3.0	0.12	2.428593161142281e-05	LoF	True	False				0.6203703464678914	0.9861267072593916	0.0	True	25
FAT1	ENST00000441802	CBIOP_WXS_BLCA_DFARBER_MSKCC_2014	BLCA	combination	6	6.0	0.12	0.0018776332028396	LoF	True	False				0.1514057049297963	0.9316045130196454	0.0	True	50
FAT1	ENST00000441802	CBIOP_WXS_BLCA_VALLEN_2018	BLCA	smregions	8	4.0	0.1481481481481481	0.0005589643997212	LoF	True	False	PF00028:1672:1755			0.0	0.899781321160759	0.0	True	27
FAT1	ENST00000441802	ICGC_WXS_BLCA_BLCA_CN_2019	BLCA	cbase	5	5.0	0.0485436893203883	4.553262037708327e-05	LoF	True	False				0.0123662634650689	0.8899546044770251	0.0	True	103
FAT1	ENST00000441802	PCAWG_WGS_BLADDER_TCC	BLCA	combination	4	3.0	0.1304347826086956	0.0022844812356713	LoF	True	False				0.0	0.933594365633278	0.0	True	23
FAT1	ENST00000441802	TCGA_WXS_BLCA	BLCA	oncodrivefml,dndscv,cbase,mutpanning	52	44.0	0.1070559610705596	3.950770656182417e-18	LoF	True	False				0.2392832879072655	0.8811575741110278	0.0	True	411
FAT1	ENST00000441802	CBIOP_WXS_BRCA_MBCP_MET_TREAT_2020	BRCA	smregions	4	4.0	0.1212121212121212	0.0195305709273449	Act	True	False	PF00028:2601:2694,PF00028:1791:1867			0.665926345661127	0.0	0.0	True	33
FAT1	ENST00000441802	PCAWG_WGS_KIDNEY_RCC	CCRCC	combination	6	6.0	0.0419580419580419	0.0008378380443628	Act	True	False				0.6478095769750004	0.0	0.0	True	143
FAT1	ENST00000441802	CGCI_WGS_CESC_2020	CESC	cbase	19	15.0	0.125	3.2961074273021936e-07	LoF	True	False				0.5443984298532704	0.921189434550064	0.0	True	120
FAT1	ENST00000441802	TCGA_WXS_CESC	CESC	oncodrivefml,dndscv,cbase,mutpanning	28	22.0	0.0763888888888889	1.876386447591139e-16	LoF	True	False				0.0	0.9172019648987516	0.0	True	288
FAT1	ENST00000441802	CBIOP_WXS_CSCC_UCSF_2018	CSCC	oncodrivefml,dndscv,cbase,mutpanning	35	19.0	0.2289156626506024	1.839679946935978e-19	LoF	True	False		3699:3705		0.0	0.942269767606976	0.942269767606976	True	83
FAT1	ENST00000441802	OTHER_WXS_SCC_NATCOM2018	CSCC	dndscv,cbase,mutpanning	32	16.0	0.4210526315789473	9.921266660437507e-10	LoF	True	False				0.4237944307168221	0.9328705371713774	0.9328705371713774	True	38
FAT1	ENST00000441802	ICGC_WXS_ESCA_ESCA_CN_2019	ESCA	oncodrivefml,dndscv,cbase,mutpanning	17	15.0	0.0710900473933649	4.767375110028259e-20	LoF	True	False				0.0	0.956984705919702	0.0	True	211
FAT1	ENST00000441802	HARTWIG_WGS_ESCC_2023	ESCC	combination	10	8.0	0.0571428571428571	0.0372707413474548	LoF	True	False				0.0	0.8202087773802633	0.0	True	140
FAT1	ENST00000441802	HARTWIG_WGS_GB_2023	GB	combination	4	4.0	0.0454545454545454	0.0599012423645805	Act	True	False				0.6718902416303053	0.0	0.0	True	88
FAT1	ENST00000441802	HARTWIG_WGS_HNSC_2023	HNSC	oncodrivefml,cbase,mutpanning	7	5.0	0.1515151515151515	1.550551963497935e-16	LoF	True	True				0.0	0.9770412636487358	0.0	True	33
FAT1	ENST00000441802	CPTAC_WXS_HNSC_2020	HNSC	dndscv,cbase,mutpanning	21	18.0	0.1636363636363636	5.763407880075588e-23	LoF	True	True				0.2169360996447392	0.9665133550098384	0.0	True	110
FAT1	ENST00000441802	PCAWG_WGS_HEAD_SCC	HNSC	smregions,cbase,mutpanning	10	9.0	0.1607142857142857	1.1054633080233683e-06	LoF	True	True	PF00028:3236:3326			0.5118138309478653	0.9644437294596908	0.0	True	56
FAT1	ENST00000441802	CBIOP_WXS_HNSC_BROAD	HNSC	oncodrivefml,dndscv,cbase,mutpanning	10	7.0	0.1	8.4135812505737e-21	LoF	True	True				0.7281993279940767	0.993878472499368	0.0	True	70
FAT1	ENST00000441802	TCGA_WXS_HNSC	HNSC	oncodrivefml,dndscv,cbase,mutpanning	150	110.0	0.2191235059760956	2.625092839407793e-16	LoF	True	True		3373:3373,3399:3404		0.2451970758516312	0.973916445515834	0.973916445515834	True	502
FAT1	ENST00000441802	CPTAC_WXS_LUSC_2020	LUSC	combination	12	8.0	0.074074074074074	0.0003137053129849	LoF	True	False				0.0	0.9262545327919282	0.9262545327919282	True	108
FAT1	ENST00000441802	PCAWG_WGS_LUNG_SCC	LUSC	combination	10	8.0	0.1702127659574468	0.0002077463365495	LoF	True	False				0.0	0.9374026162070044	0.9374026162070044	True	47
FAT1	ENST00000441802	TCGA_WXS_LUSC	LUSC	oncodrivefml,dndscv,cbase,mutpanning	76	59.0	0.125	2.094610443357316e-33	LoF	True	False				0.2509328548189385	0.9228535858549808	0.9228535858549808	True	472
FAT1	ENST00000441802	OTHER_WGS_PBCA_DE_MB	MBL	smregions	4	2.0	0.0135135135135135	0.0217026454784015	Act	True	False	PF00028:1387:1440			0.8775152921257238	0.0	0.0	True	148
FAT1	ENST00000441802	ICGC_WGS_NPC_ORCA_IN_2019	NPC	smregions,cbase	4	3.0	0.25	9.108855601098996e-15	LoF	True	False	PF00028:827:917			0.7364360331733761	0.9898238379284868	0.0	True	12
FAT1	ENST00000441802	ICGC_WXS_NPC_ORCA_IN_2019	NPC	oncodrivefml,dndscv,cbase,mutpanning	41	33.0	0.3113207547169811	1.0485708236785872e-33	LoF	True	False				0.0	0.9778272037561844	0.0	True	106
FAT1	ENST00000441802	TARGET_WXS_OS_2020	OS	combination	4	4.0	0.0412371134020618	0.0007987624288644	Act	True	False				0.7976608349560748	0.0	0.0	True	97
FAT1	ENST00000441802	HARTWIG_WGS_OVT_2023	OVT	combination	9	9.0	0.0517241379310344	0.0180888930924805	Act	True	False				0.5965523011645455	0.0	0.0	True	174
FAT1	ENST00000441802	ICGC_WXS_PAAD_PACA_CA_2019	PAAD	combination	4	4.0	0.0833333333333333	0.0010801137239413	Act	True	True				0.8057465417470148	0.0	0.0	True	48
FAT1	ENST00000441802	ICGC_WGS_PAAD_PACA_AU_2019	PAAD	combination	4	4.0	0.0305343511450381	0.0209406567058838	Act	True	True				0.636302207555299	0.0	0.0	True	131
FAT1	ENST00000441802	CBIOP_WXS_PRAD_BROAD	PRAD	combination	8	6.0	0.0535714285714285	0.0287748616000028	Act	True	False				0.7522004491808061	0.0	0.0	True	112
FAT1	ENST00000441802	CBIOP_WXS_SCLC_UCOLOGNE_2015	SCLC	combination	17	14.0	0.1308411214953271	0.0385901095547503	LoF	True	False				0.5196166393414887	0.7780984931631821	0.7780984931631821	True	107
FAT1	ENST00000441802	HARTWIG_WGS_SCLC_2023	SCLC	combination	8	7.0	0.1346153846153846	5.709920619914795e-05	LoF	True	False				0.8127927698576052	0.8942439540672694	0.0	True	52
FAT1	ENST00000441802	HARTWIG_WGS_SIC_2023	SIC	combination	2	2.0	0.0350877192982456	0.0033167833553853	Act	True	False				0.9521042022704964	0.0	0.0	True	57
FAT1	ENST00000441802	PCAWG_WGS_UTERUS_ADENOCA	UCEC	cbase	4	3.0	0.0681818181818181	5.177800086961278e-07	LoF	True	False				0.279023363126116	0.9758291185122056	0.0	True	44
FAT1	ENST00000441802	TCGA_WXS_UCEC	UCEC	dndscv,cbase	62	49.0	0.0951456310679611	8.652675963932867e-07	LoF	True	False				0.2050847245311126	0.8615821436144094	0.8615821436144094	True	515
FAT1	ENST00000441802	TCGA_WXS_UM	UM	combination	2	2.0	0.025	0.0015789506783966	Act	True	False				0.9013662716917794	0.0	0.0	True	80
FAT1	ENST00000441802	HARTWIG_WGS_UTUC_2023	UTUC	combination	3	3.0	0.1071428571428571	0.022492451126778	Act	True	False				0.6105812032713811	0.0	0.0	True	28
FAT1	ENST00000441802	CBIOP_WXS_VSC_CUK_2018	VULVA	combination	6	4.0	0.2666666666666666	6.563166070960473e-05	LoF	True	False				0.0	0.9739219726717708	0.0	True	15
FAT2	ENST00000261800	CBIOP_WXS_VSC_CUK_2018	VULVA	smregions,cbase,mutpanning	6	4.0	0.2666666666666666	1.9017358248350183e-11	LoF	False	False	PF00028:2080:2163			0.9581653268517552	0.9947994081383184	0.0	True	15
FAT3	ENST00000525166	CBIOP_WXS_ANGS_UNTREAT_2020	ANGS	smregions	4	4.0	0.1176470588235294	0.0012811901804004	Act	True	False	PF00028:163:257,PF00028:1157:1245			0.8006988472395715	0.0	0.0	True	34
FAT3	ENST00000525166	CPTAC_WXS_BRCA_2020	BRCA	smregions	3	3.0	0.0236220472440944	0.0161268358886733	LoF	True	False	PF00028:2191:2273			0.1316600067289378	0.8783447511870072	0.0	True	127
FAT3	ENST00000525166	ICGC_WGS_BRCA_BRCA_FR_2019	BRCA	combination	3	2.0	0.0277777777777777	0.0222763823929611	Act	True	False				0.8247644610730808	0.0	0.0	True	72
FAT3	ENST00000525166	ICGC_WGS_BRCA_BRCA_EU_2019	BRCA	combination	23	22.0	0.0455486542443064	9.75393949312648e-05	Act	True	False				0.688655991084498	0.0	0.5938555405315573	True	483
FAT3	ENST00000525166	TCGA_WXS_BRCA	BRCA	combination	42	41.0	0.0406342913776015	0.0030748926913507	Act	True	False				0.5004617526489771	0.411802157000756	0.0	True	1009
FAT3	ENST00000525166	PCAWG_WGS_KIDNEY_RCC	CCRCC	combination	6	6.0	0.0419580419580419	0.0041368080743834	Act	True	False				0.6982679189930711	0.0	0.0	True	143
FAT3	ENST00000525166	HARTWIG_WGS_CHOL_2023	CHOL	cbase	8	7.0	0.0875	0.0086054139901308	Act	True	False				0.8739403701281034	0.0	0.0	True	80
FAT3	ENST00000525166	ICGC_WXS_CHOL_BTCA_JP_2019	CHOL	combination	10	10.0	0.0418410041841004	0.13167467549671	Act	True	False				0.5809275172322695	0.0	0.0	True	239
FAT3	ENST00000525166	CBIOP_WXS_CLL_BROAD_2013	CLLSLL	combination	5	5.0	0.0324675324675324	5.964248331501215e-06	Act	True	False				0.995550824413231	0.0	0.0	True	154
FAT3	ENST00000525166	CBIOP_WXS_CLL_IUOPA_2015	CLLSLL	combination	7	7.0	0.0138339920948616	0.0022766028289804	Act	True	False				0.9746162224353466	0.0	0.0	True	506
FAT3	ENST00000525166	CPTAC_WXS_COAD_2020	COAD	combination	13	12.0	0.116504854368932	0.002579317405131	Act	True	True				0.853303641888518	0.0	0.0	True	103
FAT3	ENST00000525166	ICGC_WXS_COADREAD_COCA_CN_CASPOINT_2019	COADREAD	smregions	6	5.0	0.1	0.0001143254882839	Act	True	True	PF00028:733:822			0.8289670600150699	0.0	0.0	True	50
FAT3	ENST00000525166	CBIOP_WXS_DLBCL_DFCI_2018	DLBCLNOS	cbase	9	8.0	0.0661157024793388	0.0026216085740197	Act	True	False				0.7217125543762248	0.0	0.0	True	121
FAT3	ENST00000525166	TCGA_WXS_HNSC	HNSC	smregions	61	48.0	0.095617529880478	0.0894542091021739	LoF	True	False	PF00028:1792:1872			0.4021880109765163	0.4860548937193762	0.0	True	502
FAT3	ENST00000525166	CPTAC_WXS_LUSC_2020	LUSC	cbase	23	18.0	0.1666666666666666	1.31097765564403e-05	LoF	True	False				0.7363506609850223	0.8025650661801131	0.0	True	108
FAT3	ENST00000525166	ICGC_WGS_LUSC_LUSC_KR_2019	LUSC	cbase	7	4.0	0.1333333333333333	0.000160308513081	LoF	True	False				0.3835309247881009	0.9074055637618388	0.0	True	30
FAT3	ENST00000525166	TCGA_WXS_MEL	MEL	smregions	228	147.0	0.315450643776824	0.0006655348035773	Act	True	False	PF00028:163:257	532:541,4208:4210		0.3408643434843619	0.0	0.0	True	466
FAT3	ENST00000525166	HARTWIG_WGS_NETNOS_2023	NETNOS	combination	2	2.0	0.0869565217391304	0.0285306456130182	Act	True	False				0.6981803921322052	0.0	0.0	True	23
FAT3	ENST00000525166	ICGC_WGS_PAAD_PACA_AU_2019	PAAD	combination	10	10.0	0.0763358778625954	0.0002165834178599	LoF	True	False				0.776015772111681	0.9542807259738606	0.0	True	131
FAT3	ENST00000525166	ICGC_WXS_PAAD_PACA_AU_2019	PAAD	smregions	5	5.0	0.0373134328358208	0.0099118928298318	Act	True	False	PF00028:2095:2178			0.5858534515848384	0.0	0.0	True	134
FAT3	ENST00000525166	HARTWIG_WGS_PANCREAS_2023	PANCREAS	combination	15	13.0	0.0687830687830687	0.0102041470861535	Act	True	False				0.8017253531781905	0.0	0.0	True	189
FAT3	ENST00000525166	ICGC_WGS_PRAD_PRAD_UK_2019	PRAD	smregions	3	3.0	0.02803738317757	0.0003302482834358	Act	True	False	PF00028:1676:1759			0.9060454205082026	0.0	0.0	True	107
FAT3	ENST00000525166	PCAWG_WGS_PROST_ADENOCA	PRAD	combination	7	6.0	0.0301507537688442	0.0015471604513316	Act	True	False				0.9308402276930255	0.0	0.0	True	199
FAT3	ENST00000525166	HARTWIG_WGS_RCC_2023	RCC	combination	7	7.0	0.0526315789473684	0.0743354760500374	Act	True	False				0.5510291058207877	0.0	0.0	True	133
FAT3	ENST00000525166	HARTWIG_WGS_READ_2023	READ	combination	7	7.0	0.1296296296296296	0.0500216777700042	Act	True	True				0.7506520687143808	0.0	0.0	True	54
FAT3	ENST00000525166	HARTWIG_WGS_SIC_2023	SIC	combination	2	2.0	0.0350877192982456	0.0012035519730835	Act	True	False				0.957431282910965	0.0	0.0	True	57
FAT3	ENST00000525166	CBIOP_WGS_STAD_ONCOSG_2018	STAD	combination	21	19.0	0.1292517006802721	0.000103502914509	Act	True	True		4479:4479		0.7804995522053784	0.0	0.0	True	147
FAT3	ENST00000525166	HARTWIG_WGS_STOMACH_2023	STOMACH	cbase	4	4.0	0.0888888888888888	1.7586847604618793e-05	LoF	True	False				0.8643896873173413	0.9762277590791444	0.0	True	45
FAT3	ENST00000525166	TCGA_WXS_WDTC	WDTC	combination	7	7.0	0.0143442622950819	0.0010668795191129	LoF	True	False				0.6515650520356573	0.855818927079173	0.0	True	488
FAT4	ENST00000394329	TCGA_WXS_ACC	ACC	combination	9	5.0	0.0549450549450549	0.0138184178005064	LoF	True	False				0.7002783088429697	0.889236248616402	0.0	True	91
FAT4	ENST00000394329	STJUDE_WGS_D_ALL_2018	ALL	combination	5	5.0	0.0179856115107913	0.017397599811315	Act	True	False				0.8204571195094413	0.0	0.0	True	278
FAT4	ENST00000394329	TCGA_WXS_AML	AML	combination	3	3.0	0.0214285714285714	0.0011085115179471	Act	True	False				0.810352885993796	0.0	0.0	True	140
FAT4	ENST00000394329	HARTWIG_WGS_ANSC_2023	ANSC	combination	4	4.0	0.1904761904761904	0.0002420000597679	Act	True	False				0.8332249011012608	0.0	0.0	True	21
FAT4	ENST00000394329	CBIOP_WXS_BCC_UNIGE_2016_TREAT	BCC	combination	10	8.0	0.7272727272727273	0.0009847900785015	LoF	True	False				0.707332584481064	0.8614348967819201	0.0	True	11
FAT4	ENST00000394329	CPTAC_WXS_BRCA_2020	BRCA	combination	5	5.0	0.0393700787401574	0.0661219112813187	Act	True	False				0.491115400774434	0.0	0.0	True	127
FAT4	ENST00000394329	ICGC_WGS_BRCA_BRCA_FR_2019	BRCA	combination	3	3.0	0.0416666666666666	0.0319840943221317	Act	True	False				0.8097511724446095	0.0	0.0	True	72
FAT4	ENST00000394329	CBIOP_WXS_CLL_BROAD_2013	CLLSLL	combination	5	5.0	0.0324675324675324	0.0044979823319529	Act	True	False				0.8578718406461926	0.0	0.0	True	154
FAT4	ENST00000394329	PCAWG_WGS_LYMPH_CLL	CLLSLL	cbase	5	4.0	0.0444444444444444	1.2839005830613113e-05	LoF	True	False				0.869479834642106	0.9721663822171802	0.0	True	90
FAT4	ENST00000394329	ICGC_WXS_COADREAD_COCA_CN_CASPOINT_2019	COADREAD	combination	5	5.0	0.1	0.0001143254882839	Act	True	False				0.9155783371881704	0.0	0.0	True	50
FAT4	ENST00000394329	CBIOP_WXS_DLBCL_DFCI_2018	DLBCLNOS	cbase	21	17.0	0.140495867768595	5.064105967430201e-05	LoF	True	True				0.844656358080858	0.9266493523403172	0.0	True	121
FAT4	ENST00000394329	OTHER_WGS_DLBCL_NATCOM_2018	DLBCLNOS	combination	20	18.0	0.1176470588235294	0.1656571268773222	LoF	True	True				0.2642175949653966	0.4718818278098932	0.0	True	153
FAT4	ENST00000394329	TCGA_WXS_DLBCLNOS	DLBCLNOS	smregions	12	10.0	0.2702702702702703	0.0443970879993349	LoF	True	True	PF00028:1428:1517			0.4567332809891741	0.7829369579710735	0.0	True	37
FAT4	ENST00000394329	CBIOP_WXS_ESCA_EGC_TRAP_2020	ESCA	combination	6	5.0	0.1612903225806451	0.0382321657494963	Act	True	False				0.8041567886601484	0.0	0.0	True	31
